date_time,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,traffic_volume
2022-01-05 22:00:00,None,263.13,11.38,0.0,100,Rain,moderate rain,1221
2022-01-05 23:00:00,None,265.75,0.0,0.0,94,Clouds,overcast clouds,682
2022-01-06 00:00:00,None,266.98,0.55,0.0,77,Drizzle,light intensity drizzle,378
2022-01-06 01:00:00,None,261.51,0.93,0.0,78,Drizzle,light intensity drizzle,430
2022-01-06 02:00:00,None,262.85,0.0,0.0,18,Clear,sky is clear,701
2022-01-06 03:00:00,None,267.36,0.0,2.47,75,Snow,light snow,423
2022-01-06 04:00:00,None,260.75,0.0,2.07,90,Snow,light snow,507
2022-01-06 05:00:00,None,261.11,0.0,0.0,35,Fog,fog,307
2022-01-06 06:00:00,None,261.44,0.0,0.0,44,Fog,fog,2958
2022-01-06 07:00:00,None,259.2,0.0,0.0,30,Fog,fog,5470
2022-01-06 08:00:00,None,261.01,0.0,0.0,15,Clear,sky is clear,6561
2022-01-06 09:00:00,None,260.75,0.0,0.0,9,Clear,sky is clear,5794
2022-01-06 10:00:00,None,266.45,0.55,0.0,84,Drizzle,light intensity drizzle,3636
2022-01-06 11:00:00,None,258.11,2.42,0.0,73,Rain,light rain,1825
2022-01-06 12:00:00,None,265.94,0.0,0.0,79,Clouds,overcast clouds,3020
2022-01-06 13:00:00,None,267.12,0.0,1.37,85,Snow,light snow,1960
2022-01-06 14:00:00,None,262.17,0.0,0.0,34,Fog,fog,2327
2022-01-06 15:00:00,None,265.04,0.0,0.0,38,Fog,fog,3024
2022-01-06 16:00:00,None,258.88,1.44,0.0,80,Drizzle,light intensity drizzle,5913
2022-01-06 17:00:00,None,259.32,0.0,0.0,36,Fog,fog,4069
2022-01-06 18:00:00,None,258.04,0.0,0.0,42,Fog,fog,5151
2022-01-06 19:00:00,None,265.3,3.11,0.0,76,Rain,light rain,1876
2022-01-06 20:00:00,None,256.3,0.52,0.0,65,Drizzle,light intensity drizzle,2479
2022-01-06 21:00:00,None,256.87,1.53,0.0,68,Rain,light rain,1512
2022-01-06 22:00:00,None,260.17,0.0,0.0,92,Clouds,overcast clouds,1778
2022-01-06 23:00:00,None,267.4,1.45,0.0,67,Drizzle,light intensity drizzle,340
2022-01-07 00:00:00,None,263.21,0.0,2.43,83,Snow,light snow,158
2022-01-07 01:00:00,None,264.15,0.0,0.0,75,Clouds,overcast clouds,147
2022-01-07 02:00:00,None,259.22,0.0,0.0,4,Clear,sky is clear,350
2022-01-07 03:00:00,None,261.91,1.89,0.0,72,Rain,light rain,662
2022-01-07 04:00:00,None,261.47,2.12,0.0,74,Rain,light rain,324
2022-01-07 05:00:00,None,266.69,1.48,0.0,70,Drizzle,light intensity drizzle,175
2022-01-07 06:00:00,None,260.74,0.0,0.0,63,Mist,mist,5024
2022-01-07 07:00:00,None,260.94,0.0,1.62,85,Snow,light snow,2924
2022-01-07 08:00:00,None,262.43,0.0,1.41,82,Snow,light snow,3084
2022-01-07 09:00:00,None,266.25,0.0,0.0,9,Clear,sky is clear,4942
2022-01-07 10:00:00,None,262.89,0.0,0.0,58,Mist,mist,3388
2022-01-07 11:00:00,None,264.82,3.61,0.0,80,Rain,light rain,1760
2022-01-07 12:00:00,None,260.73,0.0,0.0,59,Mist,mist,2669
2022-01-07 13:00:00,None,264.72,2.0,0.0,71,Rain,light rain,2701
2022-01-07 14:00:00,None,258.54,2.21,0.0,75,Rain,light rain,3666
2022-01-07 15:00:00,None,264.71,0.0,0.0,52,Mist,mist,5076
2022-01-07 16:00:00,None,264.8,17.9,0.0,92,Rain,moderate rain,5797
2022-01-07 17:00:00,None,265.28,0.0,0.0,11,Clear,sky is clear,5573
2022-01-07 18:00:00,None,262.6,0.0,0.0,50,Mist,mist,7037
2022-01-07 19:00:00,None,266.5,0.0,0.0,52,Mist,mist,2301
2022-01-07 20:00:00,None,265.71,0.0,1.01,71,Snow,light snow,727
2022-01-07 21:00:00,None,261.4,0.0,0.0,87,Clouds,overcast clouds,1929
2022-01-07 22:00:00,None,259.82,0.0,0.0,43,Fog,fog,1462
2022-01-07 23:00:00,None,261.36,0.0,0.0,41,Fog,fog,228
2022-01-08 00:00:00,None,267.36,0.0,0.0,67,Mist,mist,960
2022-01-08 01:00:00,None,259.66,0.0,0.0,44,Fog,fog,300
2022-01-08 02:00:00,None,263.34,0.0,0.0,4,Clear,sky is clear,1105
2022-01-08 03:00:00,None,262.34,0.0,0.0,93,Clouds,overcast clouds,521
2022-01-08 04:00:00,None,265.57,9.93,0.0,99,Rain,moderate rain,254
2022-01-08 05:00:00,None,267.79,3.28,0.0,63,Rain,light rain,907
2022-01-08 06:00:00,None,256.71,0.0,0.0,60,Mist,mist,316
2022-01-08 07:00:00,None,257.27,0.0,0.0,3,Clear,sky is clear,1063
2022-01-08 08:00:00,None,255.83,1.33,0.0,68,Drizzle,light intensity drizzle,762
2022-01-08 09:00:00,None,261.55,0.0,0.0,16,Clear,sky is clear,2117
2022-01-08 10:00:00,None,260.95,0.0,0.0,12,Clear,sky is clear,2373
2022-01-08 11:00:00,None,263.92,1.25,0.0,67,Drizzle,light intensity drizzle,2159
2022-01-08 12:00:00,None,262.91,0.0,0.0,93,Clouds,overcast clouds,2623
2022-01-08 13:00:00,None,264.26,0.0,0.0,44,Fog,fog,1904
2022-01-08 14:00:00,None,256.29,0.0,0.0,92,Clouds,overcast clouds,2976
2022-01-08 15:00:00,None,266.25,0.0,0.0,40,Fog,fog,2278
2022-01-08 16:00:00,None,260.41,0.0,0.0,83,Clouds,overcast clouds,2266
2022-01-08 17:00:00,None,267.4,0.48,0.0,67,Drizzle,light intensity drizzle,2384
2022-01-08 18:00:00,None,256.26,0.0,0.0,68,Mist,mist,3459
2022-01-08 19:00:00,None,262.3,0.0,0.0,63,Mist,mist,1188
2022-01-08 20:00:00,None,266.91,0.0,0.0,11,Clear,sky is clear,406
2022-01-08 21:00:00,None,262.51,7.32,0.0,83,Rain,moderate rain,609
2022-01-08 22:00:00,None,259.78,0.0,2.57,87,Snow,light snow,872
2022-01-08 23:00:00,None,262.98,0.0,0.0,8,Clear,sky is clear,329
2022-01-09 00:00:00,None,257.35,0.0,1.54,75,Snow,light snow,756
2022-01-09 01:00:00,None,263.55,0.0,0.0,75,Clouds,overcast clouds,393
2022-01-09 02:00:00,None,264.7,10.64,0.0,85,Rain,moderate rain,574
2022-01-09 03:00:00,None,259.22,0.0,0.0,94,Clouds,overcast clouds,350
2022-01-09 04:00:00,None,263.76,0.0,1.7,89,Snow,light snow,529
2022-01-09 05:00:00,None,257.8,0.0,0.0,93,Clouds,overcast clouds,798
2022-01-09 06:00:00,None,261.85,0.0,1.64,89,Snow,light snow,214
2022-01-09 07:00:00,None,258.92,16.51,0.0,89,Rain,moderate rain,519
2022-01-09 08:00:00,None,261.47,0.0,0.0,37,Fog,fog,600
2022-01-09 09:00:00,None,263.68,0.0,0.0,51,Mist,mist,2393
2022-01-09 10:00:00,None,255.24,0.0,0.0,93,Clouds,overcast clouds,2328
2022-01-09 11:00:00,None,264.22,0.0,0.0,40,Fog,fog,1481
2022-01-09 12:00:00,None,263.04,0.0,0.0,57,Mist,mist,2392
2022-01-09 13:00:00,None,262.66,0.0,0.0,85,Clouds,overcast clouds,1953
2022-01-09 14:00:00,None,259.33,1.54,0.0,76,Rain,light rain,2109
2022-01-09 15:00:00,None,265.09,0.0,0.0,54,Mist,mist,1983
2022-01-09 16:00:00,None,256.34,0.0,2.11,90,Snow,light snow,1065
2022-01-09 17:00:00,None,265.05,0.96,0.0,83,Drizzle,light intensity drizzle,2419
2022-01-09 18:00:00,None,263.85,0.0,0.0,54,Mist,mist,2400
2022-01-09 19:00:00,None,255.89,1.16,0.0,83,Drizzle,light intensity drizzle,357
2022-01-09 20:00:00,None,259.58,0.0,0.0,76,Clouds,overcast clouds,677
2022-01-09 21:00:00,None,265.81,0.0,0.0,77,Clouds,overcast clouds,929
2022-01-09 22:00:00,None,262.72,0.0,0.0,31,Fog,fog,628
2022-01-09 23:00:00,None,262.43,9.82,0.0,84,Rain,moderate rain,314
2022-01-10 00:00:00,None,265.54,0.0,0.0,70,Mist,mist,276
2022-01-10 01:00:00,None,255.51,1.59,0.0,84,Drizzle,light intensity drizzle,262
2022-01-10 02:00:00,None,259.73,0.0,2.49,89,Snow,light snow,121
2022-01-10 03:00:00,None,263.41,0.0,0.0,87,Clouds,overcast clouds,390
2022-01-10 04:00:00,None,258.28,2.5,0.0,64,Rain,light rain,387
2022-01-10 05:00:00,None,263.53,0.0,0.0,32,Fog,fog,308
2022-01-10 06:00:00,None,263.37,0.0,0.0,66,Mist,mist,4382
2022-01-10 07:00:00,None,263.4,0.0,0.0,39,Fog,fog,3969
2022-01-10 08:00:00,None,259.44,0.63,0.0,69,Drizzle,light intensity drizzle,4316
2022-01-10 09:00:00,None,258.85,0.0,0.0,91,Clouds,overcast clouds,4154
2022-01-10 10:00:00,None,263.61,3.49,0.0,65,Rain,light rain,3346
2022-01-10 11:00:00,None,263.12,3.95,0.0,71,Rain,light rain,3073
2022-01-10 12:00:00,None,267.6,0.0,2.51,77,Snow,light snow,2040
2022-01-10 13:00:00,None,267.55,1.48,0.0,83,Drizzle,light intensity drizzle,2902
2022-01-10 14:00:00,None,261.0,0.0,1.88,83,Snow,light snow,2547
2022-01-10 15:00:00,None,257.6,4.52,0.0,75,Rain,light rain,5316
2022-01-10 16:00:00,None,256.33,0.0,0.0,83,Clouds,overcast clouds,6340
2022-01-10 17:00:00,None,266.77,4.37,0.0,67,Rain,light rain,5919
2022-01-10 18:00:00,None,267.1,0.0,0.0,37,Fog,fog,5160
2022-01-10 19:00:00,None,259.87,0.0,0.0,20,Clear,sky is clear,1686
2022-01-10 20:00:00,None,265.29,1.39,0.0,75,Rain,light rain,2242
2022-01-10 21:00:00,None,264.86,0.94,0.0,67,Drizzle,light intensity drizzle,1038
2022-01-10 22:00:00,None,258.33,3.31,0.0,76,Rain,light rain,1523
2022-01-10 23:00:00,None,258.75,0.0,1.29,90,Snow,light snow,526
2022-01-11 00:00:00,None,256.44,1.12,0.0,81,Drizzle,light intensity drizzle,688
2022-01-11 01:00:00,None,258.15,2.34,0.0,71,Rain,light rain,306
2022-01-11 02:00:00,None,257.44,0.0,0.0,91,Clouds,overcast clouds,657
2022-01-11 03:00:00,None,261.6,0.0,0.0,20,Clear,sky is clear,496
2022-01-11 04:00:00,None,267.75,0.0,1.55,72,Snow,light snow,299
2022-01-11 05:00:00,None,263.54,0.0,0.0,85,Clouds,overcast clouds,236
2022-01-11 06:00:00,None,255.58,0.0,0.0,64,Mist,mist,5960
2022-01-11 07:00:00,None,263.21,1.49,0.0,74,Rain,light rain,3503
2022-01-11 08:00:00,None,255.57,18.29,0.0,89,Rain,moderate rain,5253
2022-01-11 09:00:00,None,265.6,0.7,0.0,71,Drizzle,light intensity drizzle,5171
2022-01-11 10:00:00,None,259.64,0.0,0.0,3,Clear,sky is clear,3637
2022-01-11 11:00:00,None,259.78,0.0,0.0,42,Fog,fog,2272
2022-01-11 12:00:00,None,261.45,0.84,0.0,73,Drizzle,light intensity drizzle,3640
2022-01-11 13:00:00,None,256.07,0.0,0.0,35,Fog,fog,2099
2022-01-11 14:00:00,None,256.33,0.0,0.0,69,Mist,mist,3469
2022-01-11 15:00:00,None,260.54,0.82,0.0,76,Drizzle,light intensity drizzle,7018
2022-01-11 16:00:00,None,267.98,0.0,2.53,71,Snow,light snow,3690
2022-01-11 17:00:00,None,260.28,4.82,0.0,79,Rain,light rain,5068
2022-01-11 18:00:00,None,255.87,0.0,0.0,51,Mist,mist,6978
2022-01-11 19:00:00,None,256.99,1.54,0.0,67,Drizzle,light intensity drizzle,2175
2022-01-11 20:00:00,None,256.79,0.0,0.0,57,Mist,mist,1232
2022-01-11 21:00:00,None,255.34,3.12,0.0,77,Rain,light rain,1041
2022-01-11 22:00:00,None,258.38,0.66,0.0,80,Drizzle,light intensity drizzle,1409
2022-01-11 23:00:00,None,256.59,0.0,0.0,89,Clouds,overcast clouds,189
2022-01-12 00:00:00,None,265.54,0.0,0.0,67,Mist,mist,655
2022-01-12 01:00:00,None,258.77,0.0,2.35,90,Snow,light snow,221
2022-01-12 02:00:00,None,261.61,0.0,0.0,82,Clouds,overcast clouds,605
2022-01-12 03:00:00,None,255.34,0.0,0.0,54,Mist,mist,726
2022-01-12 04:00:00,None,266.5,0.0,0.0,90,Clouds,overcast clouds,638
2022-01-12 05:00:00,None,260.34,0.0,0.0,40,Fog,fog,468
2022-01-12 06:00:00,None,261.06,0.0,0.0,67,Mist,mist,6620
2022-01-12 07:00:00,None,262.64,2.87,0.0,61,Rain,light rain,3956
2022-01-12 08:00:00,None,258.95,2.46,0.0,71,Rain,light rain,5722
2022-01-12 09:00:00,None,266.0,0.0,2.9,78,Snow,light snow,3412
2022-01-12 10:00:00,None,262.99,0.0,0.0,93,Clouds,overcast clouds,2315
2022-01-12 11:00:00,None,257.23,0.0,0.0,50,Mist,mist,2166
2022-01-12 12:00:00,None,255.59,0.0,2.48,83,Snow,light snow,2480
2022-01-12 13:00:00,None,261.47,0.0,1.43,77,Snow,light snow,2925
2022-01-12 14:00:00,None,260.28,0.49,0.0,79,Drizzle,light intensity drizzle,2851
2022-01-12 15:00:00,None,261.3,10.1,0.0,90,Rain,moderate rain,5596
2022-01-12 16:00:00,None,256.7,0.0,0.0,57,Mist,mist,6410
2022-01-12 17:00:00,None,256.59,0.7,0.0,74,Drizzle,light intensity drizzle,6073
2022-01-12 18:00:00,None,266.23,0.0,0.0,35,Fog,fog,4868
2022-01-12 19:00:00,None,264.37,16.45,0.0,96,Rain,moderate rain,1711
2022-01-12 20:00:00,None,259.01,0.0,0.0,14,Clear,sky is clear,1493
2022-01-12 21:00:00,None,257.8,0.0,0.0,69,Mist,mist,2339
2022-01-12 22:00:00,None,263.74,0.0,2.66,83,Snow,light snow,1045
2022-01-12 23:00:00,None,264.46,0.0,0.0,48,Fog,fog,437
2022-01-13 00:00:00,None,262.19,0.0,0.0,92,Clouds,overcast clouds,386
2022-01-13 01:00:00,None,265.73,0.0,0.0,86,Clouds,overcast clouds,447
2022-01-13 02:00:00,None,262.25,0.0,0.0,66,Mist,mist,511
2022-01-13 03:00:00,None,261.5,0.0,0.0,15,Clear,sky is clear,631
2022-01-13 04:00:00,None,260.94,2.48,0.0,65,Rain,light rain,476
2022-01-13 05:00:00,None,264.61,0.0,1.89,86,Snow,light snow,465
2022-01-13 06:00:00,None,262.32,1.38,0.0,68,Drizzle,light intensity drizzle,5706
2022-01-13 07:00:00,None,262.59,0.0,0.0,20,Clear,sky is clear,6369
2022-01-13 08:00:00,None,262.51,0.0,0.0,20,Clear,sky is clear,6538
2022-01-13 09:00:00,None,265.07,0.0,0.0,31,Fog,fog,5311
2022-01-13 10:00:00,None,256.43,0.0,0.0,13,Clear,sky is clear,3414
2022-01-13 11:00:00,None,257.65,1.45,0.0,66,Drizzle,light intensity drizzle,3445
2022-01-13 12:00:00,None,256.8,13.41,0.0,95,Rain,moderate rain,2634
2022-01-13 13:00:00,None,267.44,1.49,0.0,76,Drizzle,light intensity drizzle,3384
2022-01-13 14:00:00,None,265.04,0.0,1.18,77,Snow,light snow,1901
2022-01-13 15:00:00,None,257.92,0.0,2.34,85,Snow,light snow,4174
2022-01-13 16:00:00,None,262.29,0.0,2.04,87,Snow,light snow,4988
2022-01-13 17:00:00,None,260.13,0.0,0.0,59,Mist,mist,4672
2022-01-13 18:00:00,None,258.74,0.0,0.0,83,Clouds,overcast clouds,6462
2022-01-13 19:00:00,None,257.78,0.0,2.32,74,Snow,light snow,922
2022-01-13 20:00:00,None,262.63,5.76,0.0,87,Rain,moderate rain,1925
2022-01-13 21:00:00,None,256.3,0.0,0.0,54,Mist,mist,1010
2022-01-13 22:00:00,None,267.54,2.78,0.0,75,Rain,light rain,1774
2022-01-13 23:00:00,None,264.83,0.0,2.2,72,Snow,light snow,570
2022-01-14 00:00:00,None,261.96,0.0,0.0,5,Clear,sky is clear,137
2022-01-14 01:00:00,None,267.96,0.0,0.0,39,Fog,fog,83
2022-01-14 02:00:00,None,262.38,0.0,0.0,89,Clouds,overcast clouds,756
2022-01-14 03:00:00,None,262.06,1.47,0.0,81,Drizzle,light intensity drizzle,579
2022-01-14 04:00:00,None,258.55,0.0,0.0,95,Clouds,overcast clouds,363
2022-01-14 05:00:00,None,264.34,0.0,0.0,18,Clear,sky is clear,790
2022-01-14 06:00:00,None,264.84,3.54,0.0,72,Rain,light rain,5045
2022-01-14 07:00:00,None,256.13,0.0,0.0,85,Clouds,overcast clouds,5016
2022-01-14 08:00:00,None,255.09,0.0,0.0,40,Fog,fog,3904
2022-01-14 09:00:00,None,262.45,0.0,2.31,71,Snow,light snow,4240
2022-01-14 10:00:00,None,258.99,0.0,0.0,39,Fog,fog,2147
2022-01-14 11:00:00,None,266.91,0.0,1.25,74,Snow,light snow,1901
2022-01-14 12:00:00,None,264.72,0.0,0.0,65,Mist,mist,3551
2022-01-14 13:00:00,None,261.99,16.43,0.0,99,Rain,moderate rain,3477
2022-01-14 14:00:00,None,261.83,0.0,0.0,51,Mist,mist,3697
2022-01-14 15:00:00,None,262.12,13.59,0.0,90,Rain,moderate rain,5744
2022-01-14 16:00:00,None,263.84,0.51,0.0,66,Drizzle,light intensity drizzle,6357
2022-01-14 17:00:00,None,256.72,0.0,0.0,44,Fog,fog,4499
2022-01-14 18:00:00,None,260.15,0.0,0.0,1,Clear,sky is clear,6235
2022-01-14 19:00:00,None,259.48,0.0,0.0,77,Clouds,overcast clouds,1966
2022-01-14 20:00:00,None,255.41,0.0,0.0,50,Fog,fog,1898
2022-01-14 21:00:00,None,260.46,0.0,0.0,42,Fog,fog,1096
2022-01-14 22:00:00,None,267.53,3.7,0.0,65,Rain,light rain,1803
2022-01-14 23:00:00,None,256.66,17.52,0.0,89,Rain,moderate rain,517
